Learning rate = 10.0
Epoch 1
X | Y | Z | V | w1 | w2 | w3 | w4 | dot | y | t | t-y | a(t-y) | dW1 | dW2 | dW3 | dW4
7.0 | 8.0 | 3.0 | -1 | 90.0 |  -40.0 | -30.0 | 10.0 | 210.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 10.0 | 5.0 | -1 | 90.0 |  -40.0 | -30.0 | 10.0 | -470.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

8.0 | 10.0 | 3.0 | -1 | 90.0 |  -40.0 | -30.0 | 10.0 | 220.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 4.0 | 4.0 | -1 | 90.0 |  -40.0 | -30.0 | 10.0 | -200.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

8.0 | 3.0 | 6.0 | -1 | 90.0 |  -40.0 | -30.0 | 10.0 | 410.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 1.0 | 1.0 | -1 | 90.0 |  -40.0 | -30.0 | 10.0 | 280.0 | 1 |  0 | -1 | -10.0 | -40.0 | -10.0 | -10.0 | 10.0

6.0 | 8.0 | 6.0 | -1 | 50.0 |  -50.0 | -40.0 | 20.0 | -360.0 | 0 |  1 | 1 | 10.0 | 60.0 | 80.0 | 60.0 | -10.0

1.0 | 4.0 | 9.0 | -1 | 110.0 |  30.0 | 20.0 | 10.0 | 400.0 | 1 |  0 | -1 | -10.0 | -10.0 | -40.0 | -90.0 | 10.0

9.0 | 2.0 | 4.0 | -1 | 100.0 |  -10.0 | -70.0 | 20.0 | 580.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 5.0 | 0.0 | -1 | 100.0 |  -10.0 | -70.0 | 20.0 | 330.0 | 1 |  0 | -1 | -10.0 | -40.0 | -50.0 | -0.0 | 10.0

7.0 | 5.0 | 2.0 | -1 | 60.0 |  -60.0 | -70.0 | 30.0 | -50.0 | 0 |  1 | 1 | 10.0 | 70.0 | 50.0 | 20.0 | -10.0

4.0 | 1.0 | 5.0 | -1 | 130.0 |  -10.0 | -50.0 | 20.0 | 240.0 | 1 |  0 | -1 | -10.0 | -40.0 | -10.0 | -50.0 | 10.0

10.0 | 2.0 | 3.0 | -1 | 90.0 |  -20.0 | -100.0 | 30.0 | 530.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

2.0 | 8.0 | 7.0 | -1 | 90.0 |  -20.0 | -100.0 | 30.0 | -710.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

10.0 | 7.0 | 3.0 | -1 | 90.0 |  -20.0 | -100.0 | 30.0 | 430.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

0.0 | 1.0 | 4.0 | -1 | 90.0 |  -20.0 | -100.0 | 30.0 | -450.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

7.0 | 3.0 | 6.0 | -1 | 90.0 |  -20.0 | -100.0 | 30.0 | -60.0 | 0 |  1 | 1 | 10.0 | 70.0 | 30.0 | 60.0 | -10.0

3.0 | 2.0 | 0.0 | -1 | 160.0 |  10.0 | -40.0 | 20.0 | 480.0 | 1 |  0 | -1 | -10.0 | -30.0 | -20.0 | -0.0 | 10.0

7.0 | 5.0 | 1.0 | -1 | 130.0 |  -10.0 | -40.0 | 30.0 | 790.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

Epoch 2
X | Y | Z | V | w1 | w2 | w3 | w4 | dot | y | t | t-y | a(t-y) | dW1 | dW2 | dW3 | dW4
--------------------------------------------------------------------------------------
3.0 | 10.0 | 9.0 | -1 | 130.0 |  -10.0 | -40.0 | 30.0 | -100.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

9.0 | 2.0 | 7.0 | -1 | 130.0 |  -10.0 | -40.0 | 30.0 | 840.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 9.0 | 1.0 | -1 | 130.0 |  -10.0 | -40.0 | 30.0 | -30.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

8.0 | 6.0 | 3.0 | -1 | 130.0 |  -10.0 | -40.0 | 30.0 | 830.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 2.0 | 0.0 | -1 | 130.0 |  -10.0 | -40.0 | 30.0 | 80.0 | 1 |  0 | -1 | -10.0 | -10.0 | -20.0 | -0.0 | 10.0

9.0 | 8.0 | 2.0 | -1 | 120.0 |  -30.0 | -40.0 | 40.0 | 720.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

0.0 | 7.0 | 5.0 | -1 | 120.0 |  -30.0 | -40.0 | 40.0 | -450.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

9.0 | 1.0 | 5.0 | -1 | 120.0 |  -30.0 | -40.0 | 40.0 | 810.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 0.0 | 4.0 | -1 | 120.0 |  -30.0 | -40.0 | 40.0 | 280.0 | 1 |  0 | -1 | -10.0 | -40.0 | -0.0 | -40.0 | 10.0

10.0 | 6.0 | 8.0 | -1 | 80.0 |  -30.0 | -80.0 | 50.0 | -70.0 | 0 |  1 | 1 | 10.0 | 100.0 | 60.0 | 80.0 | -10.0

4.0 | 10.0 | 6.0 | -1 | 180.0 |  30.0 | 0.0 | 40.0 | 980.0 | 1 |  0 | -1 | -10.0 | -40.0 | -100.0 | -60.0 | 10.0

7.0 | 8.0 | 3.0 | -1 | 140.0 |  -70.0 | -60.0 | 50.0 | 190.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 10.0 | 5.0 | -1 | 140.0 |  -70.0 | -60.0 | 50.0 | -910.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

8.0 | 10.0 | 3.0 | -1 | 140.0 |  -70.0 | -60.0 | 50.0 | 190.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 4.0 | 4.0 | -1 | 140.0 |  -70.0 | -60.0 | 50.0 | -430.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

8.0 | 3.0 | 6.0 | -1 | 140.0 |  -70.0 | -60.0 | 50.0 | 500.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 1.0 | 1.0 | -1 | 140.0 |  -70.0 | -60.0 | 50.0 | 380.0 | 1 |  0 | -1 | -10.0 | -40.0 | -10.0 | -10.0 | 10.0

6.0 | 8.0 | 6.0 | -1 | 100.0 |  -80.0 | -70.0 | 60.0 | -520.0 | 0 |  1 | 1 | 10.0 | 60.0 | 80.0 | 60.0 | -10.0

1.0 | 4.0 | 9.0 | -1 | 160.0 |  0.0 | -10.0 | 50.0 | 20.0 | 1 |  0 | -1 | -10.0 | -10.0 | -40.0 | -90.0 | 10.0

9.0 | 2.0 | 4.0 | -1 | 150.0 |  -40.0 | -100.0 | 60.0 | 810.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 5.0 | 0.0 | -1 | 150.0 |  -40.0 | -100.0 | 60.0 | 340.0 | 1 |  0 | -1 | -10.0 | -40.0 | -50.0 | -0.0 | 10.0

7.0 | 5.0 | 2.0 | -1 | 110.0 |  -90.0 | -100.0 | 70.0 | 50.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 1.0 | 5.0 | -1 | 110.0 |  -90.0 | -100.0 | 70.0 | -220.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

10.0 | 2.0 | 3.0 | -1 | 110.0 |  -90.0 | -100.0 | 70.0 | 550.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

2.0 | 8.0 | 7.0 | -1 | 110.0 |  -90.0 | -100.0 | 70.0 | -1270.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

10.0 | 7.0 | 3.0 | -1 | 110.0 |  -90.0 | -100.0 | 70.0 | 100.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

0.0 | 1.0 | 4.0 | -1 | 110.0 |  -90.0 | -100.0 | 70.0 | -560.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

7.0 | 3.0 | 6.0 | -1 | 110.0 |  -90.0 | -100.0 | 70.0 | -170.0 | 0 |  1 | 1 | 10.0 | 70.0 | 30.0 | 60.0 | -10.0

3.0 | 2.0 | 0.0 | -1 | 180.0 |  -60.0 | -40.0 | 60.0 | 360.0 | 1 |  0 | -1 | -10.0 | -30.0 | -20.0 | -0.0 | 10.0

7.0 | 5.0 | 1.0 | -1 | 150.0 |  -80.0 | -40.0 | 70.0 | 540.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

Epoch 3
X | Y | Z | V | w1 | w2 | w3 | w4 | dot | y | t | t-y | a(t-y) | dW1 | dW2 | dW3 | dW4
--------------------------------------------------------------------------------------
3.0 | 10.0 | 9.0 | -1 | 150.0 |  -80.0 | -40.0 | 70.0 | -780.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

9.0 | 2.0 | 7.0 | -1 | 150.0 |  -80.0 | -40.0 | 70.0 | 840.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 9.0 | 1.0 | -1 | 150.0 |  -80.0 | -40.0 | 70.0 | -680.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

8.0 | 6.0 | 3.0 | -1 | 150.0 |  -80.0 | -40.0 | 70.0 | 530.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 2.0 | 0.0 | -1 | 150.0 |  -80.0 | -40.0 | 70.0 | -80.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

9.0 | 8.0 | 2.0 | -1 | 150.0 |  -80.0 | -40.0 | 70.0 | 560.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

0.0 | 7.0 | 5.0 | -1 | 150.0 |  -80.0 | -40.0 | 70.0 | -830.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

9.0 | 1.0 | 5.0 | -1 | 150.0 |  -80.0 | -40.0 | 70.0 | 1000.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 0.0 | 4.0 | -1 | 150.0 |  -80.0 | -40.0 | 70.0 | 370.0 | 1 |  0 | -1 | -10.0 | -40.0 | -0.0 | -40.0 | 10.0

10.0 | 6.0 | 8.0 | -1 | 110.0 |  -80.0 | -80.0 | 80.0 | -100.0 | 0 |  1 | 1 | 10.0 | 100.0 | 60.0 | 80.0 | -10.0

4.0 | 10.0 | 6.0 | -1 | 210.0 |  -20.0 | 0.0 | 70.0 | 570.0 | 1 |  0 | -1 | -10.0 | -40.0 | -100.0 | -60.0 | 10.0

7.0 | 8.0 | 3.0 | -1 | 170.0 |  -120.0 | -60.0 | 80.0 | -30.0 | 0 |  1 | 1 | 10.0 | 70.0 | 80.0 | 30.0 | -10.0

1.0 | 10.0 | 5.0 | -1 | 240.0 |  -40.0 | -30.0 | 70.0 | -380.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

8.0 | 10.0 | 3.0 | -1 | 240.0 |  -40.0 | -30.0 | 70.0 | 1360.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 4.0 | 4.0 | -1 | 240.0 |  -40.0 | -30.0 | 70.0 | -110.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

8.0 | 3.0 | 6.0 | -1 | 240.0 |  -40.0 | -30.0 | 70.0 | 1550.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 1.0 | 1.0 | -1 | 240.0 |  -40.0 | -30.0 | 70.0 | 820.0 | 1 |  0 | -1 | -10.0 | -40.0 | -10.0 | -10.0 | 10.0

6.0 | 8.0 | 6.0 | -1 | 200.0 |  -50.0 | -40.0 | 80.0 | 480.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 4.0 | 9.0 | -1 | 200.0 |  -50.0 | -40.0 | 80.0 | -440.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

9.0 | 2.0 | 4.0 | -1 | 200.0 |  -50.0 | -40.0 | 80.0 | 1460.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 5.0 | 0.0 | -1 | 200.0 |  -50.0 | -40.0 | 80.0 | 470.0 | 1 |  0 | -1 | -10.0 | -40.0 | -50.0 | -0.0 | 10.0

7.0 | 5.0 | 2.0 | -1 | 160.0 |  -100.0 | -40.0 | 90.0 | 450.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 1.0 | 5.0 | -1 | 160.0 |  -100.0 | -40.0 | 90.0 | 250.0 | 1 |  0 | -1 | -10.0 | -40.0 | -10.0 | -50.0 | 10.0

10.0 | 2.0 | 3.0 | -1 | 120.0 |  -110.0 | -90.0 | 100.0 | 610.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

2.0 | 8.0 | 7.0 | -1 | 120.0 |  -110.0 | -90.0 | 100.0 | -1370.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

10.0 | 7.0 | 3.0 | -1 | 120.0 |  -110.0 | -90.0 | 100.0 | 60.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

0.0 | 1.0 | 4.0 | -1 | 120.0 |  -110.0 | -90.0 | 100.0 | -570.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

7.0 | 3.0 | 6.0 | -1 | 120.0 |  -110.0 | -90.0 | 100.0 | -130.0 | 0 |  1 | 1 | 10.0 | 70.0 | 30.0 | 60.0 | -10.0

3.0 | 2.0 | 0.0 | -1 | 190.0 |  -80.0 | -30.0 | 90.0 | 320.0 | 1 |  0 | -1 | -10.0 | -30.0 | -20.0 | -0.0 | 10.0

7.0 | 5.0 | 1.0 | -1 | 160.0 |  -100.0 | -30.0 | 100.0 | 490.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

Epoch 4
X | Y | Z | V | w1 | w2 | w3 | w4 | dot | y | t | t-y | a(t-y) | dW1 | dW2 | dW3 | dW4
--------------------------------------------------------------------------------------
3.0 | 10.0 | 9.0 | -1 | 160.0 |  -100.0 | -30.0 | 100.0 | -890.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

9.0 | 2.0 | 7.0 | -1 | 160.0 |  -100.0 | -30.0 | 100.0 | 930.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 9.0 | 1.0 | -1 | 160.0 |  -100.0 | -30.0 | 100.0 | -870.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

8.0 | 6.0 | 3.0 | -1 | 160.0 |  -100.0 | -30.0 | 100.0 | 490.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 2.0 | 0.0 | -1 | 160.0 |  -100.0 | -30.0 | 100.0 | -140.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

9.0 | 8.0 | 2.0 | -1 | 160.0 |  -100.0 | -30.0 | 100.0 | 480.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

0.0 | 7.0 | 5.0 | -1 | 160.0 |  -100.0 | -30.0 | 100.0 | -950.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

9.0 | 1.0 | 5.0 | -1 | 160.0 |  -100.0 | -30.0 | 100.0 | 1090.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 0.0 | 4.0 | -1 | 160.0 |  -100.0 | -30.0 | 100.0 | 420.0 | 1 |  0 | -1 | -10.0 | -40.0 | -0.0 | -40.0 | 10.0

10.0 | 6.0 | 8.0 | -1 | 120.0 |  -100.0 | -70.0 | 110.0 | -70.0 | 0 |  1 | 1 | 10.0 | 100.0 | 60.0 | 80.0 | -10.0

4.0 | 10.0 | 6.0 | -1 | 220.0 |  -40.0 | 10.0 | 100.0 | 440.0 | 1 |  0 | -1 | -10.0 | -40.0 | -100.0 | -60.0 | 10.0

7.0 | 8.0 | 3.0 | -1 | 180.0 |  -140.0 | -50.0 | 110.0 | -120.0 | 0 |  1 | 1 | 10.0 | 70.0 | 80.0 | 30.0 | -10.0

1.0 | 10.0 | 5.0 | -1 | 250.0 |  -60.0 | -20.0 | 100.0 | -550.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

8.0 | 10.0 | 3.0 | -1 | 250.0 |  -60.0 | -20.0 | 100.0 | 1240.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 4.0 | 4.0 | -1 | 250.0 |  -60.0 | -20.0 | 100.0 | -170.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

8.0 | 3.0 | 6.0 | -1 | 250.0 |  -60.0 | -20.0 | 100.0 | 1600.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 1.0 | 1.0 | -1 | 250.0 |  -60.0 | -20.0 | 100.0 | 820.0 | 1 |  0 | -1 | -10.0 | -40.0 | -10.0 | -10.0 | 10.0

6.0 | 8.0 | 6.0 | -1 | 210.0 |  -70.0 | -30.0 | 110.0 | 410.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 4.0 | 9.0 | -1 | 210.0 |  -70.0 | -30.0 | 110.0 | -450.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

9.0 | 2.0 | 4.0 | -1 | 210.0 |  -70.0 | -30.0 | 110.0 | 1520.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 5.0 | 0.0 | -1 | 210.0 |  -70.0 | -30.0 | 110.0 | 380.0 | 1 |  0 | -1 | -10.0 | -40.0 | -50.0 | -0.0 | 10.0

7.0 | 5.0 | 2.0 | -1 | 170.0 |  -120.0 | -30.0 | 120.0 | 410.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 1.0 | 5.0 | -1 | 170.0 |  -120.0 | -30.0 | 120.0 | 290.0 | 1 |  0 | -1 | -10.0 | -40.0 | -10.0 | -50.0 | 10.0

10.0 | 2.0 | 3.0 | -1 | 130.0 |  -130.0 | -80.0 | 130.0 | 670.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

2.0 | 8.0 | 7.0 | -1 | 130.0 |  -130.0 | -80.0 | 130.0 | -1470.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

10.0 | 7.0 | 3.0 | -1 | 130.0 |  -130.0 | -80.0 | 130.0 | 20.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

0.0 | 1.0 | 4.0 | -1 | 130.0 |  -130.0 | -80.0 | 130.0 | -580.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

7.0 | 3.0 | 6.0 | -1 | 130.0 |  -130.0 | -80.0 | 130.0 | -90.0 | 0 |  1 | 1 | 10.0 | 70.0 | 30.0 | 60.0 | -10.0

3.0 | 2.0 | 0.0 | -1 | 200.0 |  -100.0 | -20.0 | 120.0 | 280.0 | 1 |  0 | -1 | -10.0 | -30.0 | -20.0 | -0.0 | 10.0

7.0 | 5.0 | 1.0 | -1 | 170.0 |  -120.0 | -20.0 | 130.0 | 440.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

Epoch 5
X | Y | Z | V | w1 | w2 | w3 | w4 | dot | y | t | t-y | a(t-y) | dW1 | dW2 | dW3 | dW4
--------------------------------------------------------------------------------------
3.0 | 10.0 | 9.0 | -1 | 170.0 |  -120.0 | -20.0 | 130.0 | -1000.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

9.0 | 2.0 | 7.0 | -1 | 170.0 |  -120.0 | -20.0 | 130.0 | 1020.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 9.0 | 1.0 | -1 | 170.0 |  -120.0 | -20.0 | 130.0 | -1060.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

8.0 | 6.0 | 3.0 | -1 | 170.0 |  -120.0 | -20.0 | 130.0 | 450.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 2.0 | 0.0 | -1 | 170.0 |  -120.0 | -20.0 | 130.0 | -200.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

9.0 | 8.0 | 2.0 | -1 | 170.0 |  -120.0 | -20.0 | 130.0 | 400.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

0.0 | 7.0 | 5.0 | -1 | 170.0 |  -120.0 | -20.0 | 130.0 | -1070.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

9.0 | 1.0 | 5.0 | -1 | 170.0 |  -120.0 | -20.0 | 130.0 | 1180.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 0.0 | 4.0 | -1 | 170.0 |  -120.0 | -20.0 | 130.0 | 470.0 | 1 |  0 | -1 | -10.0 | -40.0 | -0.0 | -40.0 | 10.0

10.0 | 6.0 | 8.0 | -1 | 130.0 |  -120.0 | -60.0 | 140.0 | -40.0 | 0 |  1 | 1 | 10.0 | 100.0 | 60.0 | 80.0 | -10.0

4.0 | 10.0 | 6.0 | -1 | 230.0 |  -60.0 | 20.0 | 130.0 | 310.0 | 1 |  0 | -1 | -10.0 | -40.0 | -100.0 | -60.0 | 10.0

7.0 | 8.0 | 3.0 | -1 | 190.0 |  -160.0 | -40.0 | 140.0 | -210.0 | 0 |  1 | 1 | 10.0 | 70.0 | 80.0 | 30.0 | -10.0

1.0 | 10.0 | 5.0 | -1 | 260.0 |  -80.0 | -10.0 | 130.0 | -720.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

8.0 | 10.0 | 3.0 | -1 | 260.0 |  -80.0 | -10.0 | 130.0 | 1120.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 4.0 | 4.0 | -1 | 260.0 |  -80.0 | -10.0 | 130.0 | -230.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

8.0 | 3.0 | 6.0 | -1 | 260.0 |  -80.0 | -10.0 | 130.0 | 1650.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 1.0 | 1.0 | -1 | 260.0 |  -80.0 | -10.0 | 130.0 | 820.0 | 1 |  0 | -1 | -10.0 | -40.0 | -10.0 | -10.0 | 10.0

6.0 | 8.0 | 6.0 | -1 | 220.0 |  -90.0 | -20.0 | 140.0 | 340.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 4.0 | 9.0 | -1 | 220.0 |  -90.0 | -20.0 | 140.0 | -460.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

9.0 | 2.0 | 4.0 | -1 | 220.0 |  -90.0 | -20.0 | 140.0 | 1580.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 5.0 | 0.0 | -1 | 220.0 |  -90.0 | -20.0 | 140.0 | 290.0 | 1 |  0 | -1 | -10.0 | -40.0 | -50.0 | -0.0 | 10.0

7.0 | 5.0 | 2.0 | -1 | 180.0 |  -140.0 | -20.0 | 150.0 | 370.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 1.0 | 5.0 | -1 | 180.0 |  -140.0 | -20.0 | 150.0 | 330.0 | 1 |  0 | -1 | -10.0 | -40.0 | -10.0 | -50.0 | 10.0

